BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
AS124_contigs.fa_antismash_contig00010.region001	contig00010	contig00010 len=228132 cov=40.1 corr=0 origname=NODE_10_length_228132_cov_40.059021_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS124_contigs.fa_antismash_contig00011.region001	contig00011	contig00011 len=220733 cov=34.8 corr=0 origname=NODE_11_length_220733_cov_34.777316_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS126_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1774414 cov=36.7 corr=0 origname=NODE_1_length_1774414_cov_36.714546_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS126_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=407278 cov=35.6 corr=0 origname=NODE_2_length_407278_cov_35.570311_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS129_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=2129047 cov=36.9 corr=0 origname=NODE_1_length_2129047_cov_36.917381_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.arylpolyene	Others		
AS129_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=649680 cov=35.6 corr=0 origname=NODE_2_length_649680_cov_35.649625_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS129_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=440870 cov=45.3 corr=0 origname=NODE_4_length_440870_cov_45.325765_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS129_contigs.fa_antismash_contig00004.region002	contig00004	contig00004 len=440870 cov=45.3 corr=0 origname=NODE_4_length_440870_cov_45.325765_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS139_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=513800 cov=38.2 corr=0 origname=NODE_2_length_513800_cov_38.170998_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS139_contigs.fa_antismash_contig00005.region002	contig00005	contig00005 len=403390 cov=38.8 corr=0 origname=NODE_5_length_403390_cov_38.784601_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS139_contigs.fa_antismash_contig00005.region003	contig00005	contig00005 len=403390 cov=38.8 corr=0 origname=NODE_5_length_403390_cov_38.784601_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS139_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=190774 cov=47.8 corr=0 origname=NODE_8_length_190774_cov_47.797234_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS139_contigs.fa_antismash_contig00008.region002	contig00008	contig00008 len=190774 cov=47.8 corr=0 origname=NODE_8_length_190774_cov_47.797234_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS142_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1009145 cov=38.2 corr=0 origname=NODE_1_length_1009145_cov_38.210184_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS142_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=1009145 cov=38.2 corr=0 origname=NODE_1_length_1009145_cov_38.210184_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS142_contigs.fa_antismash_contig00003.region002	contig00003	contig00003 len=315437 cov=36.1 corr=0 origname=NODE_3_length_315437_cov_36.148995_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS142_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=312708 cov=44.4 corr=0 origname=NODE_4_length_312708_cov_44.402627_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS142_contigs.fa_antismash_contig00015.region002	contig00015	contig00015 len=100387 cov=55.8 corr=0 origname=NODE_15_length_100387_cov_55.848418_pilon sw=shovill-spades/1.1.0 date=20220624	butyrolactone	Others		
AS167_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=660729 cov=40.2 corr=0 origname=NODE_2_length_660729_cov_40.203473_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS167_contigs.fa_antismash_contig00021.region001	contig00021	contig00021 len=33005 cov=38.3 corr=0 origname=NODE_21_length_33005_cov_38.339332_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS170_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS170_contigs.fa_antismash_contig00004.region002	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.NRPS-like	Others		
AS170_contigs.fa_antismash_contig00004.region003	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS183_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=2532842 cov=36.0 corr=0 origname=NODE_1_length_2532842_cov_35.981421_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS183_contigs.fa_antismash_contig00005.region001	contig00005	contig00005 len=202497 cov=45.1 corr=0 origname=NODE_5_length_202497_cov_45.080228_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS209_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=372000 cov=36.7 corr=0 origname=NODE_2_length_372000_cov_36.730054_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others		
AS209_contigs.fa_antismash_contig00019.region001	contig00019	contig00019 len=102611 cov=30.6 corr=0 origname=NODE_19_length_102611_cov_30.646985_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS212_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1542639 cov=36.7 corr=0 origname=NODE_1_length_1542639_cov_36.719335_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS212_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=574234 cov=38.4 corr=0 origname=NODE_2_length_574234_cov_38.361412_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore	Others		
AS212_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=193555 cov=44.1 corr=0 origname=NODE_8_length_193555_cov_44.087834_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others		
AS214_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=551996 cov=33.8 corr=0 origname=NODE_2_length_551996_cov_33.790098_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others		
AS214_contigs.fa_antismash_contig00009.region001	contig00009	contig00009 len=47713 cov=35.0 corr=0 origname=NODE_9_length_47713_cov_35.004202_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS216_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1120944 cov=41.3 corr=0 origname=NODE_1_length_1120944_cov_41.280701_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS218_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=327557 cov=47.7 corr=0 origname=NODE_3_length_327557_cov_47.659987_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like.T3PKS	Others		
AS218_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=214568 cov=57.5 corr=0 origname=NODE_4_length_214568_cov_57.473181_pilon sw=shovill-spades/1.1.0 date=20220828	opine-like-metallophore.terpene	Others		
AS218_contigs.fa_antismash_contig00006.region001	contig00006	contig00006 len=112318 cov=43.4 corr=0 origname=NODE_6_length_112318_cov_43.351707_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore	Others		
AS222_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS222_contigs.fa_antismash_contig00003.region002	contig00003	contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828	hserlactone.NRPS-like	Others		
AS222_contigs.fa_antismash_contig00003.region003	contig00003	contig00003 len=558297 cov=37.0 corr=0 origname=NODE_3_length_558297_cov_37.032808_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others		
AS224_contigs.fa_antismash_contig00003.region002	contig00003	contig00003 len=542172 cov=55.2 corr=0 origname=NODE_3_length_542172_cov_55.201095_pilon sw=shovill-spades/1.1.0 date=20220828	NI-siderophore.T3PKS	Others		
AS230_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=712980 cov=35.8 corr=0 origname=NODE_3_length_712980_cov_35.849850_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS230_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=485718 cov=41.5 corr=0 origname=NODE_4_length_485718_cov_41.468702_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others		
AS230_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=249578 cov=37.1 corr=0 origname=NODE_8_length_249578_cov_37.120782_pilon sw=shovill-spades/1.1.0 date=20220828	ladderane	Others		
AS231_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=236790 cov=38.1 corr=0 origname=NODE_4_length_236790_cov_38.084148_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS234_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1304351 cov=36.1 corr=0 origname=NODE_1_length_1304351_cov_36.060839_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others		
AS235_contigs.fa_antismash_contig00014.region001	contig00014	contig00014 len=121605 cov=41.8 corr=0 origname=NODE_14_length_121605_cov_41.788286_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
BGC0000002	BGC0000002	Kutzneria albida DSM 43870, complete genome	oligosaccharide.T1PKS	Others	Kutzneria albida DSM 43870	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria
BGC0000010	BGC0000010	Aspergillus flavus isolate AF36 aflatoxin biosynthesis gene cluster, complete sequence		Others	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000016	BGC0000016	Streptomyces nodosus amphotericin biosynthetic gene cluster, partial sequence		Others	Streptomyces nodosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000019	BGC0000019	Streptomyces eurythermus angolamycin biosynthesis gene cluster, complete sequence		Others	Streptomyces eurythermus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000025	BGC0000025	Streptomyces avermitilis avermectin biosynthetic gene cluster (orf1, aveBI, aveBII, aveBIII, aveBIV, aveBV, aveBVI, aveBVII, aveBVIII), complete cds		Others	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000026	BGC0000026	Streptomyces viridochromogenes Tue57 Avilamycin A biosynthetic gene cluster, complete sequence	oligosaccharide.T1PKS.PKS-like	Others	Streptomyces viridochromogenes Tue57	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000033	BGC0000033	Micromonospora echinospora calicheamicin biosynthetic locus, complete sequence	oligosaccharide.T1PKS.PKS-like	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000038	BGC0000038	Streptomyces coelicolor A3(2) complete genome	butyrolactone.T1PKS	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000078	BGC0000078	Streptomyces sp. ML694-90F3 DNA, incednine biosynthetic gene cluster	oligosaccharide.T1PKS	Others	Streptomyces sp. ML694-90F3	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000081	BGC0000081	Streptoalloteichus sp. ATCC 53650 kedarcidin biosynthetic gene cluster, complete sequence	NRPS.T1PKS.arylpolyene.NRPS-like	Others	Streptoalloteichus sp. ATCC 53650	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus,unclassified Streptoalloteichus
BGC0000082	BGC0000082	Actinomadura kijaniata fructokinase gene, partial cds; kijanimicin gene cluster, complete sequence; and D-ala, D-ala carboxypeptidase, conserved hypothetical protein, permease, and selenium binding protein genes, complete cds	oligosaccharide.T1PKS	Others	Actinomadura kijaniata	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000112	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus neocarzinostatin biosynthetic locus, complete sequence	butyrolactone.T1PKS	Others	Streptomyces carzinostaticus subsp. neocarzinostaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000118	BGC0000118	Streptomyces pactum pactamycin biosynthetic gene cluster, partial and complete cds, strain: NBRC 13433	PKS-like.T1PKS.arylpolyene	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000119	BGC0000119	Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence	PKS-like.T1PKS.arylpolyene	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000131	BGC0000131	Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence		Others	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000141	BGC0000141	Streptomyces achromogenes subsp. rubradiris complete rubradirin gene cluster, strain NRRL 3061	aminocoumarin.T1PKS.NRPS-like	Others	Streptomyces rubradiris	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000142	BGC0000142	Salinispora tropica CNB-440, complete genome	T1PKS.RRE-containing	Others	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000144	BGC0000144	Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region	butyrolactone.T1PKS	Others	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000168	BGC0000168	Penicillium aethiopicum strain IBT 5753 viridicatumtoxin biosynthetic gene cluster, complete sequence; and unknown genes	indole.T1PKS	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000175	BGC0000175	Streptomyces sp. YIM 56141 hypothetical protein genes, complete cds; cycloheximide biosynthetic gene cluster, complete sequence; and hypothetical protein genes, complete cds	transAT-PKS.lanthipeptide-class-iv.NRPS-like	Others	Streptomyces sp. YIM 56141	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000182	BGC0000182	Pseudomonas fluorescens NCIMB 10586 mupirocin biosynthetic gene cluster	transAT-PKS.hserlactone.PKS-like	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000187	BGC0000187	Streptomyces nodosus subsp. asukaensis strain ATCC 29757 hypothetical protein genes, complete cds; asukamycin biosynthetic gene cluster, complete sequence	furan	Others	Streptomyces nodosus subsp. asukaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000188	BGC0000188	Cylindrospermopsis raciborskii T3 toxin biosynthesis gene cluster, complete sequence		Others	Cylindrospermopsis raciborskii T3	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Cylindrospermopsis
BGC0000189	BGC0000189	Xenorhabdus bovienii SS-2004 chromosome, complete genome		Others	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000193	BGC0000193	Streptomyces galilaeus aclacinomycin biosynthetic gene cluster, partial sequence		Others	Streptomyces galilaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000196	BGC0000196	Photorhabdus luminescens subsp. laumondii TTO1 complete genome		Others	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0000199	BGC0000199	Uncultured bacterium clone AZ129 arimetamycin gene cluster, complete sequence	oligosaccharide.T2PKS	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000207	BGC0000207	Streptomyces chartreusis HKI-249 chartreusin biosynthesis gene cluster B		Others	Streptomyces chartreusis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000210	BGC0000210	Streptomyces griseus subsp. griseus chromomycin A3 biosynthesis gene cluster, strain ATCC13273	oligosaccharide.T2PKS	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000213	BGC0000213	Streptomyces aureus strain SOK1/5-04 genomic sequence	ladderane.furan	Others	Streptomyces aureus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000227	BGC0000227	Streptomyces violaceoruber Tu22 granaticin biosynthetic gene cluster	RRE-containing.T2PKS	Others	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus group
BGC0000229	BGC0000229	Streptomyces lusitanus strain SCSIO LR32 grincamycin gene cluster, partial sequence	oligosaccharide.T2PKS	Others	Streptomyces lusitanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000238	BGC0000238	Streptomyces rishiriensis strain MJ773-88K4 tyrosinase, putative small membrane protein, acyl carrier protein, phosphatase/acyl transferase, N-acetyltransferase, hypothetical protein, and S-adenosylmethionine decarboxylase genes, complete cds; lactonamycin biosynthetic gene cluster, complete sequence; and putative IS1650 family transposase gene, complete cds	butyrolactone.T2PKS	Others	Streptomyces rishiriensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000239	BGC0000239	Streptomyces cyanogenus landomycin biosynthetic gene cluster, complete sequence	oligosaccharide.T2PKS	Others	Streptomyces cyanogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
