BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
AS011_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=2641988 cov=38.2 corr=0 origname=NODE_1_length_2641988_cov_38.233261_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS011_contigs.fa_antismash_contig00007.region001	contig00007	contig00007 len=207215 cov=49.5 corr=0 origname=NODE_7_length_207215_cov_49.487229_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS013_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=466536 cov=39.2 corr=0 origname=NODE_1_length_466536_cov_39.156192_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS013_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=456728 cov=39.3 corr=0 origname=NODE_2_length_456728_cov_39.253549_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS013_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=332555 cov=41.6 corr=0 origname=NODE_4_length_332555_cov_41.594711_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS013_contigs.fa_antismash_contig00010.region001	contig00010	contig00010 len=159640 cov=38.2 corr=0 origname=NODE_10_length_159640_cov_38.162353_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS013_contigs.fa_antismash_contig00015.region001	contig00015	contig00015 len=63225 cov=40.4 corr=0 origname=NODE_15_length_63225_cov_40.382673_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS013_contigs.fa_antismash_contig00016.region001	contig00016	contig00016 len=46611 cov=39.9 corr=0 origname=NODE_16_length_46611_cov_39.918602_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS031_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1650167 cov=36.6 corr=0 origname=NODE_1_length_1650167_cov_36.642090_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS031_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1650167 cov=36.6 corr=0 origname=NODE_1_length_1650167_cov_36.642090_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS031_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=1650167 cov=36.6 corr=0 origname=NODE_1_length_1650167_cov_36.642090_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS031_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=434034 cov=35.4 corr=0 origname=NODE_4_length_434034_cov_35.387278_pilon sw=shovill-spades/1.1.0 date=20220624	acyl_amino_acids.RiPP-like	Others		
AS031_contigs.fa_antismash_contig00004.region002	contig00004	contig00004 len=434034 cov=35.4 corr=0 origname=NODE_4_length_434034_cov_35.387278_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS031_contigs.fa_antismash_contig00004.region003	contig00004	contig00004 len=434034 cov=35.4 corr=0 origname=NODE_4_length_434034_cov_35.387278_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS083_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=2506594 cov=33.2 corr=0 origname=NODE_1_length_2506594_cov_33.173096_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS083_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=2506594 cov=33.2 corr=0 origname=NODE_1_length_2506594_cov_33.173096_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS083_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=2506594 cov=33.2 corr=0 origname=NODE_1_length_2506594_cov_33.173096_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS083_contigs.fa_antismash_contig00001.region004	contig00001	contig00001 len=2506594 cov=33.2 corr=0 origname=NODE_1_length_2506594_cov_33.173096_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS083_contigs.fa_antismash_contig00001.region005	contig00001	contig00001 len=2506594 cov=33.2 corr=0 origname=NODE_1_length_2506594_cov_33.173096_pilon sw=shovill-spades/1.1.0 date=20220624	prodigiosin	PKSother		
AS083_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=682888 cov=36.6 corr=0 origname=NODE_2_length_682888_cov_36.595227_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS083_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=526595 cov=36.9 corr=0 origname=NODE_3_length_526595_cov_36.863850_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS083_contigs.fa_antismash_contig00003.region002	contig00003	contig00003 len=526595 cov=36.9 corr=0 origname=NODE_3_length_526595_cov_36.863850_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.NRPS-like	Others		
AS083_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=47657 cov=37.7 corr=0 origname=NODE_8_length_47657_cov_37.672444_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS085_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1268095 cov=36.3 corr=0 origname=NODE_1_length_1268095_cov_36.264427_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS085_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1268095 cov=36.3 corr=0 origname=NODE_1_length_1268095_cov_36.264427_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.arylpolyene	Others		
AS085_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=1268095 cov=36.3 corr=0 origname=NODE_1_length_1268095_cov_36.264427_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS085_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=622617 cov=35.9 corr=0 origname=NODE_2_length_622617_cov_35.868062_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS085_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=622617 cov=35.9 corr=0 origname=NODE_2_length_622617_cov_35.868062_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS085_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=208753 cov=44.4 corr=0 origname=NODE_8_length_208753_cov_44.402378_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS085_contigs.fa_antismash_contig00008.region002	contig00008	contig00008 len=208753 cov=44.4 corr=0 origname=NODE_8_length_208753_cov_44.402378_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS091_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1324318 cov=37.2 corr=0 origname=NODE_1_length_1324318_cov_37.187474_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS091_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=1033468 cov=38.9 corr=0 origname=NODE_2_length_1033468_cov_38.876347_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS091_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=1033468 cov=38.9 corr=0 origname=NODE_2_length_1033468_cov_38.876347_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS091_contigs.fa_antismash_contig00007.region001	contig00007	contig00007 len=271462 cov=35.7 corr=0 origname=NODE_7_length_271462_cov_35.675763_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS091_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=229722 cov=45.5 corr=0 origname=NODE_8_length_229722_cov_45.466576_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS093_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1375489 cov=39.3 corr=0 origname=NODE_1_length_1375489_cov_39.265291_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS093_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1375489 cov=39.3 corr=0 origname=NODE_1_length_1375489_cov_39.265291_pilon sw=shovill-spades/1.1.0 date=20220624	prodigiosin	PKSother		
AS093_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=1150931 cov=38.0 corr=0 origname=NODE_2_length_1150931_cov_37.961287_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS093_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=1150931 cov=38.0 corr=0 origname=NODE_2_length_1150931_cov_37.961287_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS093_contigs.fa_antismash_contig00002.region003	contig00002	contig00002 len=1150931 cov=38.0 corr=0 origname=NODE_2_length_1150931_cov_37.961287_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS093_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=530606 cov=42.1 corr=0 origname=NODE_3_length_530606_cov_42.091239_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS093_contigs.fa_antismash_contig00003.region002	contig00003	contig00003 len=530606 cov=42.1 corr=0 origname=NODE_3_length_530606_cov_42.091239_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.NRPS-like	Others		
AS093_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=444767 cov=42.0 corr=0 origname=NODE_4_length_444767_cov_42.040501_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS093_contigs.fa_antismash_contig00012.region001	contig00012	contig00012 len=55179 cov=42.1 corr=0 origname=NODE_12_length_55179_cov_42.101438_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS096_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=674056 cov=40.5 corr=0 origname=NODE_1_length_674056_cov_40.538409_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS096_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=674056 cov=40.5 corr=0 origname=NODE_1_length_674056_cov_40.538409_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS096_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=674056 cov=40.5 corr=0 origname=NODE_1_length_674056_cov_40.538409_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS096_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=226679 cov=43.3 corr=0 origname=NODE_4_length_226679_cov_43.321171_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS096_contigs.fa_antismash_contig00006.region001	contig00006	contig00006 len=204367 cov=42.1 corr=0 origname=NODE_6_length_204367_cov_42.053497_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS113_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=454838 cov=40.5 corr=0 origname=NODE_1_length_454838_cov_40.545281_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS113_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=394035 cov=41.7 corr=0 origname=NODE_3_length_394035_cov_41.697916_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS113_contigs.fa_antismash_contig00006.region001	contig00006	contig00006 len=289082 cov=38.4 corr=0 origname=NODE_6_length_289082_cov_38.389350_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS113_contigs.fa_antismash_contig00011.region001	contig00011	contig00011 len=158270 cov=39.6 corr=0 origname=NODE_11_length_158270_cov_39.566139_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS113_contigs.fa_antismash_contig00018.region001	contig00018	contig00018 len=90384 cov=40.1 corr=0 origname=NODE_18_length_90384_cov_40.095322_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS116_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=653824 cov=39.5 corr=0 origname=NODE_1_length_653824_cov_39.489628_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS116_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=653824 cov=39.5 corr=0 origname=NODE_1_length_653824_cov_39.489628_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS116_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=653824 cov=39.5 corr=0 origname=NODE_1_length_653824_cov_39.489628_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS116_contigs.fa_antismash_contig00006.region001	contig00006	contig00006 len=221110 cov=40.5 corr=0 origname=NODE_6_length_221110_cov_40.476215_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS116_contigs.fa_antismash_contig00007.region001	contig00007	contig00007 len=206572 cov=39.9 corr=0 origname=NODE_7_length_206572_cov_39.851677_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS124_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=728456 cov=34.0 corr=0 origname=NODE_1_length_728456_cov_34.001303_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS124_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=389332 cov=38.4 corr=0 origname=NODE_4_length_389332_cov_38.424869_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS124_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=255858 cov=35.9 corr=0 origname=NODE_8_length_255858_cov_35.949039_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS124_contigs.fa_antismash_contig00010.region001	contig00010	contig00010 len=228132 cov=40.1 corr=0 origname=NODE_10_length_228132_cov_40.059021_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS124_contigs.fa_antismash_contig00011.region001	contig00011	contig00011 len=220733 cov=34.8 corr=0 origname=NODE_11_length_220733_cov_34.777316_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS126_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1774414 cov=36.7 corr=0 origname=NODE_1_length_1774414_cov_36.714546_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS126_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1774414 cov=36.7 corr=0 origname=NODE_1_length_1774414_cov_36.714546_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS126_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=1774414 cov=36.7 corr=0 origname=NODE_1_length_1774414_cov_36.714546_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS126_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=407278 cov=35.6 corr=0 origname=NODE_2_length_407278_cov_35.570311_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS126_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=407278 cov=35.6 corr=0 origname=NODE_2_length_407278_cov_35.570311_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS126_contigs.fa_antismash_contig00002.region003	contig00002	contig00002 len=407278 cov=35.6 corr=0 origname=NODE_2_length_407278_cov_35.570311_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS129_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=2129047 cov=36.9 corr=0 origname=NODE_1_length_2129047_cov_36.917381_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS129_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=2129047 cov=36.9 corr=0 origname=NODE_1_length_2129047_cov_36.917381_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.arylpolyene	Others		
AS129_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=2129047 cov=36.9 corr=0 origname=NODE_1_length_2129047_cov_36.917381_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS129_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=649680 cov=35.6 corr=0 origname=NODE_2_length_649680_cov_35.649625_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS129_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=649680 cov=35.6 corr=0 origname=NODE_2_length_649680_cov_35.649625_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS129_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=440870 cov=45.3 corr=0 origname=NODE_4_length_440870_cov_45.325765_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS129_contigs.fa_antismash_contig00004.region002	contig00004	contig00004 len=440870 cov=45.3 corr=0 origname=NODE_4_length_440870_cov_45.325765_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS139_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1049147 cov=36.9 corr=0 origname=NODE_1_length_1049147_cov_36.861751_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS139_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=513800 cov=38.2 corr=0 origname=NODE_2_length_513800_cov_38.170998_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS139_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=513800 cov=38.2 corr=0 origname=NODE_2_length_513800_cov_38.170998_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS139_contigs.fa_antismash_contig00005.region001	contig00005	contig00005 len=403390 cov=38.8 corr=0 origname=NODE_5_length_403390_cov_38.784601_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS139_contigs.fa_antismash_contig00005.region002	contig00005	contig00005 len=403390 cov=38.8 corr=0 origname=NODE_5_length_403390_cov_38.784601_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS139_contigs.fa_antismash_contig00005.region003	contig00005	contig00005 len=403390 cov=38.8 corr=0 origname=NODE_5_length_403390_cov_38.784601_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS139_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=190774 cov=47.8 corr=0 origname=NODE_8_length_190774_cov_47.797234_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS139_contigs.fa_antismash_contig00008.region002	contig00008	contig00008 len=190774 cov=47.8 corr=0 origname=NODE_8_length_190774_cov_47.797234_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS142_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1009145 cov=38.2 corr=0 origname=NODE_1_length_1009145_cov_38.210184_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS142_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=1009145 cov=38.2 corr=0 origname=NODE_1_length_1009145_cov_38.210184_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others		
AS142_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=1009145 cov=38.2 corr=0 origname=NODE_1_length_1009145_cov_38.210184_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS142_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=315437 cov=36.1 corr=0 origname=NODE_3_length_315437_cov_36.148995_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS142_contigs.fa_antismash_contig00003.region002	contig00003	contig00003 len=315437 cov=36.1 corr=0 origname=NODE_3_length_315437_cov_36.148995_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS142_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=312708 cov=44.4 corr=0 origname=NODE_4_length_312708_cov_44.402627_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS142_contigs.fa_antismash_contig00010.region001	contig00010	contig00010 len=238178 cov=33.8 corr=0 origname=NODE_10_length_238178_cov_33.769393_pilon sw=shovill-spades/1.1.0 date=20220624	redox-cofactor	RiPPs		
AS142_contigs.fa_antismash_contig00015.region001	contig00015	contig00015 len=100387 cov=55.8 corr=0 origname=NODE_15_length_100387_cov_55.848418_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS-like	NRPS		
AS142_contigs.fa_antismash_contig00015.region002	contig00015	contig00015 len=100387 cov=55.8 corr=0 origname=NODE_15_length_100387_cov_55.848418_pilon sw=shovill-spades/1.1.0 date=20220624	butyrolactone	Others		
AS167_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=699781 cov=35.4 corr=0 origname=NODE_1_length_699781_cov_35.439210_pilon sw=shovill-spades/1.1.0 date=20220624	RiPP-like	RiPPs		
AS167_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=660729 cov=40.2 corr=0 origname=NODE_2_length_660729_cov_40.203473_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS167_contigs.fa_antismash_contig00021.region001	contig00021	contig00021 len=33005 cov=38.3 corr=0 origname=NODE_21_length_33005_cov_38.339332_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others		
AS170_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=1097923 cov=40.7 corr=0 origname=NODE_1_length_1097923_cov_40.741712_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS.T1PKS	PKS-NRP_Hybrids		
AS170_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=766119 cov=39.2 corr=0 origname=NODE_2_length_766119_cov_39.172635_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS170_contigs.fa_antismash_contig00002.region002	contig00002	contig00002 len=766119 cov=39.2 corr=0 origname=NODE_2_length_766119_cov_39.172635_pilon sw=shovill-spades/1.1.0 date=20220624	RRE-containing	RiPPs		
AS170_contigs.fa_antismash_contig00002.region003	contig00002	contig00002 len=766119 cov=39.2 corr=0 origname=NODE_2_length_766119_cov_39.172635_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS170_contigs.fa_antismash_contig00003.region001	contig00003	contig00003 len=707270 cov=42.9 corr=0 origname=NODE_3_length_707270_cov_42.908200_pilon sw=shovill-spades/1.1.0 date=20220624	NRPS	NRPS		
AS170_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others		
AS170_contigs.fa_antismash_contig00004.region002	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone.NRPS-like	Others		
AS170_contigs.fa_antismash_contig00004.region003	contig00004	contig00004 len=603023 cov=42.4 corr=0 origname=NODE_4_length_603023_cov_42.392374_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS170_contigs.fa_antismash_contig00008.region001	contig00008	contig00008 len=302099 cov=39.8 corr=0 origname=NODE_8_length_302099_cov_39.781329_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS183_contigs.fa_antismash_contig00001.region001	contig00001	contig00001 len=2532842 cov=36.0 corr=0 origname=NODE_1_length_2532842_cov_35.981421_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others		
AS183_contigs.fa_antismash_contig00001.region002	contig00001	contig00001 len=2532842 cov=36.0 corr=0 origname=NODE_1_length_2532842_cov_35.981421_pilon sw=shovill-spades/1.1.0 date=20220624	terpene	Terpene		
AS183_contigs.fa_antismash_contig00001.region003	contig00001	contig00001 len=2532842 cov=36.0 corr=0 origname=NODE_1_length_2532842_cov_35.981421_pilon sw=shovill-spades/1.1.0 date=20220624	thiopeptide	RiPPs		
AS183_contigs.fa_antismash_contig00005.region001	contig00005	contig00005 len=202497 cov=45.1 corr=0 origname=NODE_5_length_202497_cov_45.080228_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others		
AS209_contigs.fa_antismash_contig00002.region001	contig00002	contig00002 len=372000 cov=36.7 corr=0 origname=NODE_2_length_372000_cov_36.730054_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others		
AS209_contigs.fa_antismash_contig00004.region001	contig00004	contig00004 len=264565 cov=26.6 corr=0 origname=NODE_4_length_264565_cov_26.637143_pilon sw=shovill-spades/1.1.0 date=20220828	thiopeptide	RiPPs		
AS209_contigs.fa_antismash_contig00012.region001	contig00012	contig00012 len=165288 cov=27.5 corr=0 origname=NODE_12_length_165288_cov_27.513570_pilon sw=shovill-spades/1.1.0 date=20220828	T1PKS	PKSI		
AS209_contigs.fa_antismash_contig00019.region001	contig00019	contig00019 len=102611 cov=30.6 corr=0 origname=NODE_19_length_102611_cov_30.646985_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others		
AS209_contigs.fa_antismash_contig00021.region001	contig00021	contig00021 len=98090 cov=37.3 corr=0 origname=NODE_21_length_98090_cov_37.250911_pilon sw=shovill-spades/1.1.0 date=20220828	RiPP-like	RiPPs		
